MUNICIPALIDAD,DEPARTAMENTO,ZONA GEOGRAFICA,POBLACION,PIA,PIM,AVANCE %,DEVENGADO
050619-300497: MUNICIPALIDAD DISTRITAL DE SANCOS,AYACUCHO,DISTRITO,4869,0,"30,000",0.00,0
050708-300507: MUNICIPALIDAD DISTRITAL DE UPAHUACHO,AYACUCHO,DISTRITO,1089,0,"1,347",0.00,0
060312-300577: MUNICIPALIDAD DISTRITAL DE LA LIBERTAD DE PALLAN,CAJAMARCA,DISTRITO,6884,0,"8,424",0.00,0
061109-300657: MUNICIPALIDAD DISTRITAL DE NIEPOS,CAJAMARCA,DISTRITO,3276,0,"56,951",0.00,0
061113-300661: MUNICIPALIDAD DISTRITAL DE UNION AGUA BLANCA,CAJAMARCA,DISTRITO,3128,0,"5,000",0.00,0
061203-300664: MUNICIPALIDAD DISTRITAL DE SAN LUIS,CAJAMARCA,DISTRITO,922,0,"218,985",0.00,0
080205-300696: MUNICIPALIDAD DISTRITAL DE POMACANCHI,CUSCO ,DISTRITO,7598,0,"88,000",0.00,0
080805-300744: MUNICIPALIDAD DISTRITAL DE PALLPATA,CUSCO ,DISTRITO,5111,0,"29,290",0.00,0
080904-300751: MUNICIPALIDAD DISTRITAL DE MARANURA,CUSCO ,DISTRITO,5209,"200,000","10,000",0.00,0
090112-300803: MUNICIPALIDAD DISTRITAL DE MOYA,HUANCAVELICA,DISTRITO,911,0,"180,230",0.00,0
090115-300806: MUNICIPALIDAD DISTRITAL DE PILCHACA,HUANCAVELICA,DISTRITO,517,"108,534","408,807",0.00,0
090710-300877: MUNICIPALIDAD DISTRITAL DE ÑAHUIMPUQUIO,HUANCAVELICA,DISTRITO,1479,"150,990","26,350",0.00,0
100316-300907: MUNICIPALIDAD DISTRITAL DE QUIVILLA,HUANUCO,DISTRITO,1094,0,"9,000",0.00,0
120119-301015: MUNICIPALIDAD DISTRITAL DE HUANCAN,JUNIN,DISTRITO,29996,"10,100",0,0.00,0
120121-301017: MUNICIPALIDAD DISTRITAL DE HUAYUCACHI,JUNIN,DISTRITO,10925,"14,000",0,0.00,0
120125-301020: MUNICIPALIDAD DISTRITAL DE PILCOMAYO,JUNIN,DISTRITO,24039,"24,000",0,0.00,0
120129-301024: MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN,JUNIN,DISTRITO,18684,"20,000",0,0.00,0
120205-301035: MUNICIPALIDAD DISTRITAL DE COCHAS,JUNIN,DISTRITO,1971,"6,225","4,225",0.00,0
120702-301099: MUNICIPALIDAD DISTRITAL DE ACOBAMBA,JUNIN,DISTRITO,9387,0,"3,750",0.00,0
120807-301114: MUNICIPALIDAD DISTRITAL DE SANTA BARBARA DE CARHUACAYAN,JUNIN,DISTRITO,1003,0,"35,000",0.00,0
120902-301119: MUNICIPALIDAD DISTRITAL DE AHUAC,JUNIN,DISTRITO,6745,0,"19,717",0.00,0
130503-301159: MUNICIPALIDAD DISTRITAL DE CARABAMBA,LA LIBERTAD,DISTRITO,6916,0,"35,000",0.00,0
130807-301182: MUNICIPALIDAD DISTRITAL DE ONGON,LA LIBERTAD,DISTRITO,1360,0,"12,000",0.00,0
131004-301200: MUNICIPALIDAD DISTRITAL DE MOLLEBAMBA,LA LIBERTAD,DISTRITO,1846,"80,000","16,000",0.00,0
140104-301215: MUNICIPALIDAD DISTRITAL DE ETEN PUERTO,LAMBAYEQUE,DISTRITO,2439,"10,000","10,000",0.00,0
150204-301297: MUNICIPALIDAD DISTRITAL DE SUPE,LIMA,DISTRITO,25470,"11,900",0,0.00,0
150810-301380: MUNICIPALIDAD DISTRITAL DE SANTA MARIA,LIMA,DISTRITO,39330,"46,500",0,0.00,0
160210-301443: MUNICIPALIDAD DISTRITAL DE SANTA CRUZ,LORETO,DISTRITO,4496,"30,000","2,000",0.00,0
160802-301856: MUNICIPALIDAD DISTRITAL DE ROSA PANDURO,LORETO,DISTRITO,739,0,"418,119",0.00,0
200204-301541: MUNICIPALIDAD DISTRITAL DE LAGUNAS,PIURA,DISTRITO,5716,"50,000","10,000",0.00,0
200405-301560: MUNICIPALIDAD DISTRITAL DE MORROPON,PIURA,DISTRITO,15239,"275,000",0,0.00,0
200607-301579: MUNICIPALIDAD DISTRITAL DE QUERECOTILLO,PIURA,DISTRITO,26395,"7,500",0,0.00,0
210104-301596: MUNICIPALIDAD DISTRITAL DE ATUNCOLLA,PUNO,DISTRITO,4739,"27,988","45,237",0.00,0
210302-301624: MUNICIPALIDAD DISTRITAL DE AJOYANI,PUNO,DISTRITO,2477,"784,503","80,106",0.00,0
210602-301646: MUNICIPALIDAD DISTRITAL DE COJATA,PUNO,DISTRITO,4007,"10,000","10,000",0.00,0
210709-301661: MUNICIPALIDAD DISTRITAL DE SANTA LUCIA,PUNO,DISTRITO,7445,"30,200","47,800",0.00,0
210809-301671: MUNICIPALIDAD DISTRITAL DE UMACHIRI,PUNO,DISTRITO,3884,"15,000","7,694",0.00,0
220401-301718: MUNICIPALIDAD PROVINCIAL DE HUALLAGA - SAPOSOA,SAN MARTIN,PROVINCIA,30097,"10,000",0,0.00,0
220807-301756: MUNICIPALIDAD DISTRITAL DE SAN FERNANDO,SAN MARTIN,DISTRITO,3678,"200,000","2,000",0.00,0
220912-301770: MUNICIPALIDAD DISTRITAL DE SAN ANTONIO,SAN MARTIN,DISTRITO,1734,0,"1,762",0.00,0
151007-301395: MUNICIPALIDAD DISTRITAL DE CARANIA,LIMA,DISTRITO,153,0,"77,410",32.60,"25,221"
010610-300075: MUNICIPALIDAD DISTRITAL DE SANTA ROSA,AMAZONAS,DISTRITO,529,0,"93,612",26.70,"25,000"
050620-300498: MUNICIPALIDAD DISTRITAL DE SANTA ANA DE HUAYCAHUACHO,AYACUCHO,DISTRITO,850,"4,000","1,200",10.70,128
010307-300034: MUNICIPALIDAD DISTRITAL DE JAZAN,AMAZONAS,DISTRITO,7931,"7,000",0,0.00,0
010308-300035: MUNICIPALIDAD DISTRITAL DE RECTA,AMAZONAS,DISTRITO,218,"30,406","30,406",0.00,0
020514-300123: MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CORPANQUI,ANCASH,DISTRITO,471,0,"18,000",0.00,0
021006-300155: MUNICIPALIDAD DISTRITAL DE HUACCHIS,ANCASH,DISTRITO,1401,"1,000,000",0,0.00,0
021708-300221: MUNICIPALIDAD DISTRITAL DE PARARIN,ANCASH,DISTRITO,1716,"15,000",0,0.00,0
021710-300223: MUNICIPALIDAD DISTRITAL DE TICAPAMPA,ANCASH,DISTRITO,2743,"10,000",0,0.00,0
040309-300376: MUNICIPALIDAD DISTRITAL DE HUANUHUANU,AREQUIPA,DISTRITO,3199,"168,137",0,0.00,0
040310-300377: MUNICIPALIDAD DISTRITAL DE JAQUI,AREQUIPA,DISTRITO,1576,"100,000",0,0.00,0
040515-300409: MUNICIPALIDAD DISTRITAL DE SIBAYO,AREQUIPA,DISTRITO,677,0,"8,000",0.00,0
040604-300418: MUNICIPALIDAD DISTRITAL DE CHICHAS,AREQUIPA,DISTRITO,673,0,"55,635",0.00,0
040607-300421: MUNICIPALIDAD DISTRITAL DE SALAMANCA,AREQUIPA,DISTRITO,419,0,"8,721",0.00,0
040608-300422: MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,AREQUIPA,DISTRITO,3963,"15,000",0,0.00,0
040802-300430: MUNICIPALIDAD DISTRITAL DE ALCA,AREQUIPA,DISTRITO,1851,"200,000",0,0.00,0
040809-300437: MUNICIPALIDAD DISTRITAL DE TAURIA,AREQUIPA,DISTRITO,313,0,"15,000",0.00,0
050611-300489: MUNICIPALIDAD DISTRITAL DE LUCANAS,AYACUCHO,DISTRITO,2703,"17,850",0,0.00,0
050804-300511: MUNICIPALIDAD DISTRITAL DE LAMPA,AYACUCHO,DISTRITO,1983,"10,000",0,0.00,0
050805-300512: MUNICIPALIDAD DISTRITAL DE MARCABAMBA,AYACUCHO,DISTRITO,621,"3,560","3,560",0.00,0
050810-300517: MUNICIPALIDAD DISTRITAL DE SARA SARA,AYACUCHO,DISTRITO,483,"5,000","5,000",0.00,0
050904-300521: MUNICIPALIDAD DISTRITAL DE CHILCAYOC,AYACUCHO,DISTRITO,481,0,"13,328",0.00,0
060809-300631: MUNICIPALIDAD DISTRITAL DE SALLIQUE,CAJAMARCA,DISTRITO,7509,"20,000",0,0.00,0
080206-300697: MUNICIPALIDAD DISTRITAL DE RONDOCAN,CUSCO ,DISTRITO,1915,"30,000",0,0.00,0
080309-300707: MUNICIPALIDAD DISTRITAL DE ZURITE,CUSCO ,DISTRITO,3758,"50,000",0,0.00,0
080911-301859: MUNICIPALIDAD DISTRITAL DE INKAWASI,CUSCO ,DISTRITO,5031,"300,000",0,0.00,0
100605-300931: MUNICIPALIDAD DISTRITAL DE LUYANDO,HUANUCO,DISTRITO,9485,"45,000",0,0.00,0
101105-300957: MUNICIPALIDAD DISTRITAL DE JACAS CHICO,HUANUCO,DISTRITO,1006,"35,000",0,0.00,0
110404-300993: MUNICIPALIDAD DISTRITAL DE SANTA CRUZ,ICA,DISTRITO,1037,"60,000",0,0.00,0
120127-301022: MUNICIPALIDAD DISTRITAL DE QUICHUAY,JUNIN,DISTRITO,1931,"74,414",0,0.00,0
120132-301026: MUNICIPALIDAD DISTRITAL DE SAÑO,JUNIN,DISTRITO,6412,"2,300",0,0.00,0
120204-301034: MUNICIPALIDAD DISTRITAL DE CHAMBARA,JUNIN,DISTRITO,2675,0,734,0.00,0
120430-301081: MUNICIPALIDAD DISTRITAL DE SAUSA,JUNIN,DISTRITO,3361,"3,500",0,0.00,0
120502-301087: MUNICIPALIDAD DISTRITAL DE CARHUAMAYO,JUNIN,DISTRITO,6554,"15,000",0,0.00,0
130904-301192: MUNICIPALIDAD DISTRITAL DE CURGOS,LA LIBERTAD,DISTRITO,8795,"500,000",0,0.00,0
140204-301235: MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO,LAMBAYEQUE,DISTRITO,4179,"5,800",0,0.00,0
150731-301369: MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LOS OLLEROS,LIMA,DISTRITO,3336,"1,600",600,0.00,0
151017-301405: MUNICIPALIDAD DISTRITAL DE HUAÑEC,LIMA,DISTRITO,441,"10,000","10,000",0.00,0
160110-301431: MUNICIPALIDAD DISTRITAL DE TORRES CAUSANA,LORETO,DISTRITO,5193,"278,859",392,0.00,0
160509-301462: MUNICIPALIDAD DISTRITAL DE TAPICHE,LORETO,DISTRITO,1234,"50,000",0,0.00,0
170303-301480: MUNICIPALIDAD DISTRITAL DE TAHUAMANU,MADRE DE DIOS,DISTRITO,2865,"4,815",0,0.00,0
190203-301516: MUNICIPALIDAD DISTRITAL DE GOYLLARISQUIZGA,PASCO,DISTRITO,1235,"255,680",0,0.00,0
190208-301521: MUNICIPALIDAD DISTRITAL DE VILCABAMBA,PASCO,DISTRITO,1525,"7,000",0,0.00,0
210115-301607: MUNICIPALIDAD DISTRITAL DE VILQUE,PUNO,DISTRITO,2993,"8,000",0,0.00,0
210213-301620: MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SALINAS,PUNO,DISTRITO,2875,"35,500",0,0.00,0
210604-301648: MUNICIPALIDAD DISTRITAL DE INCHUPALLA,PUNO,DISTRITO,2598,"82,196",0,0.00,0
210605-301649: MUNICIPALIDAD DISTRITAL DE PUSI,PUNO,DISTRITO,5097,"20,000",0,0.00,0
210803-301665: MUNICIPALIDAD DISTRITAL DE CUPI,PUNO,DISTRITO,2031,"15,000",0,0.00,0
211203-301687: MUNICIPALIDAD DISTRITAL DE LIMBANI,PUNO,DISTRITO,3269,"9,850",0,0.00,0
220808-301757: MUNICIPALIDAD DISTRITAL DE YORONGOS,SAN MARTIN,DISTRITO,2573,"15,000",0,0.00,0
240303-301814: MUNICIPALIDAD DISTRITAL DE MATAPALO,TUMBES,DISTRITO,4320,"40,000",0,0.00,0
250401-301829: MUNICIPALIDAD PROVINCIAL DE PURUS,UCAYALI,PROVINCIA,3284,"600,000",18,0.00,0
010121-300021: MUNICIPALIDAD DISTRITAL DE SONCHE,AMAZONAS,DISTRITO,277,0,0,0.00,0
010518-300060: MUNICIPALIDAD DISTRITAL DE SAN JERONIMO DE PACLAS,AMAZONAS,DISTRITO,621,0,901,0.00,0
021903-300235: MUNICIPALIDAD DISTRITAL DE ALFONSO UGARTE,ANCASH,DISTRITO,514,"154,581",0,0.00,0
040803-300431: MUNICIPALIDAD DISTRITAL DE CHARCANA,AREQUIPA,DISTRITO,586,"5,000",0,0.00,0
150405-301308: MUNICIPALIDAD DISTRITAL DE LACHAQUI,LIMA,DISTRITO,880,"140,000",0,0.00,0
150706-301344: MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS CHORRILLOS - CUENCA,LIMA,DISTRITO,466,"107,306",0,0.00,0
151005-301393: MUNICIPALIDAD DISTRITAL DE AZANGARO,LIMA,DISTRITO,411,"5,000",0,0.00,0
151013-301401: MUNICIPALIDAD DISTRITAL DE HUAMPARA,LIMA,DISTRITO,137,"3,000",0,0.00,0
180103-301483: MUNICIPALIDAD DISTRITAL DE CUCHUMBAYA,MOQUEGUA,DISTRITO,694,"181,009",0,0.00,0
230407-301802: MUNICIPALIDAD DISTRITAL DE TARUCACHI,TACNA,DISTRITO,312,"57,869",0,0.00,0
